PA,district_name,state_abbr,state_name,new_26,new_26_desc,24,24_desc,22,22_desc,20,20_desc,18,18_desc,16,16_desc
4210,PA-10,PA,Pennsylvania,,,No,,Yes,"PA-10 kept most of its previous shape, raising its share of Cumberland County from 39% to 70%. It leaned Republican.",No,,Yes,"PA-10 was moved from the northern tier to the Harrisburg area, taking nearly all of Dauphin County and roughly 38% each of York and Cumberland. It became far more competitive, leaning only modestly Republican.",No,
4211,PA-11,PA,Pennsylvania,,,No,,Yes,"PA-11 kept most of its previous shape, trading territory with PA-10 within the same counties. It was solidly Republican.",No,,Yes,"PA-11 was reassigned to Lancaster and York counties, taking all of Lancaster and 61% of York in place of a district that had stretched from Luzerne County down to Cumberland. It remained safely Republican.",No,
4212,PA-12,PA,Pennsylvania,,,No,,Yes,"PA-12 was rebuilt almost from scratch, taking 34% of Allegheny County, taking 15% of Westmoreland County and giving up 13 whole counties, among them Juniata, Wyoming and Tioga counties. Pennsylvania lost a seat in the 2020 reapportionment, which shifted lines across the state. It was solidly Democratic.",No,,Yes,"PA-12 was moved from southwestern Pennsylvania to the northern tier, built on a long run of whole counties including Lycoming, Bradford, Tioga, Potter and Clinton. It stayed safely Republican.",No,
4213,PA-13,PA,Pennsylvania,,,No,,Yes,"PA-13 was reshaped, adding Juniata, Mifflin and Perry counties, taking in the rest of Cambria County and giving up Somerset County. It was safely Republican.",No,,Yes,"PA-13 was moved from the Philadelphia suburbs to south-central Pennsylvania, built on Somerset, Bedford, Huntingdon, Franklin and Blair counties. It flipped from a safely Democratic seat to one of the most Republican in the state.",No,
4214,PA-14,PA,Pennsylvania,,,No,,Yes,"PA-14 kept most of its previous shape, adding Somerset County, taking 74% of Indiana County and raising its share of Westmoreland County from 60% to 84%. It was safely Republican.",No,,Yes,"PA-14 was moved out of Pittsburgh to the state's southwestern corner, taking Washington, Greene and Fayette counties and 60% of Westmoreland. It flipped from safely Democratic to safely Republican.",No,
4215,PA-15,PA,Pennsylvania,,,No,,Yes,"PA-15 was reshaped, adding Tioga, Union, Potter, Clinton and Snyder counties, taking 72% of Lycoming County and taking in the rest of Centre County. It was safely Republican.",No,,Yes,"PA-15 was moved from the Lehigh Valley to west-central Pennsylvania, built on whole counties including Clearfield, McKean, Elk, Warren and Indiana. It went from a competitive seat to a safely Republican one.",No,
4216,PA-16,PA,Pennsylvania,,,No,,Yes,"PA-16 kept most of its previous shape, taking in the rest of Butler County and taking 31% of Venango County. It was solidly Republican.",No,,Yes,"PA-16 was moved from Lancaster and Chester counties to the northwest corner, taking Erie, Crawford, Mercer and Lawrence counties and 61% of Butler. It became solidly Republican.",No,
4217,PA-17,PA,Pennsylvania,,,No,,Yes,"PA-17 kept most of its previous shape, trading territory with PA-18 within the same counties. It was evenly split.",No,,Yes,"PA-17 was moved from northeastern Pennsylvania to the Pittsburgh suburbs, pairing 62% of Allegheny County with nearly all of Beaver. It remained a narrowly Republican-leaning seat.",No,
4218,PA-18,PA,Pennsylvania,,,Inactive,,Inactive,,No,,Yes,"PA-18 was pulled back into Pittsburgh, ending up almost entirely inside Allegheny County after giving up Washington and Greene counties and nearly all of Westmoreland — just 6% of its old territory carried over. It flipped from a Republican seat to a solidly Democratic one.",No,
4401,RI-01,RI,Rhode Island,,,No,,Yes,"RI-1 kept most of its previous shape, trading territory with RI-2 within the same counties. It was solidly Democratic.",No,,No,,No,
4402,RI-02,RI,Rhode Island,,,No,,Yes,"RI-2 kept most of its previous shape, trading territory with RI-1 within the same counties. It leaned Democratic.",No,,No,,No,
4501,SC-01,SC,South Carolina,,,No,,Yes,"SC-1 kept most of its previous shape, taking in the rest of Berkeley County and taking in the rest of Beaufort County. It leaned Republican.",No,,No,,No,
4502,SC-02,SC,South Carolina,,,No,,Yes,"SC-2 kept most of its previous shape, trading territory with SC-6 within the same counties. It was solidly Republican.",No,,No,,No,
4503,SC-03,SC,South Carolina,,,No,,Yes,"SC-3 kept most of its previous shape, taking in the rest of Newberry County. It was safely Republican.",No,,No,,No,
4504,SC-04,SC,South Carolina,,,No,,Yes,"SC-4 kept most of its previous shape, cutting its share of Spartanburg County from 88% to 78%. It was solidly Republican.",No,,No,,No,
4505,SC-05,SC,South Carolina,,,No,,Yes,"SC-5 kept most of its previous shape, raising its share of Spartanburg County from 11% to 21% and dropping out of Newberry County. It was solidly Republican.",No,,No,,No,
4506,SC-06,SC,South Carolina,,,No,,Yes,"SC-6 was reshaped, dropping out of Berkeley County and dropping out of Beaufort County. It was solidly Democratic.",No,,No,,No,
4507,SC-07,SC,South Carolina,,,No,,Yes,"SC-7 kept most of its previous shape, trading territory with SC-6 within the same counties. It was solidly Republican.",No,,No,,No,
4601,SD-01,SD,South Dakota,,,No,,No,,No,,No,,No,
4701,TN-01,TN,Tennessee,Yes,"Tennessee's 2026 map (signed by Gov. Bill Lee on May 7, 2026, days after the U.S. Supreme Court's Louisiana v. Callais ruling) split Memphis three ways to eliminate the state's only Democratic seat but left northeast Tennessee alone: TN-1's lines are unchanged, still covering the Tri-Cities region.",No,,Yes,"TN-1 kept most of its previous shape, raising its share of Jefferson County from 21% to 93%. It was safely Republican.",No,,No,,No,
4702,TN-02,TN,Tennessee,Yes,"Tennessee's 2026 map (signed by Gov. Bill Lee on May 7, 2026, days after the U.S. Supreme Court's Louisiana v. Callais ruling) split Memphis three ways to eliminate the state's only Democratic seat but left the Knoxville-based TN-2 effectively unchanged.",No,,Yes,"TN-2 kept most of its previous shape, adding Union County, raising its share of Campbell County from 18% to 70% and cutting its share of Jefferson County from 79% to 7%. It was safely Republican.",No,,No,,No,
4703,TN-03,TN,Tennessee,Yes,"Tennessee's 2026 map (signed by Gov. Bill Lee on May 7, 2026, days after the U.S. Supreme Court's Louisiana v. Callais ruling) made only minor changes to the Chattanooga-based TN-3, which picked up Meigs and Rhea counties from TN-4 and gave Morgan County and its parts of Scott and Campbell counties to TN-6. It stays about Trump +36.",No,,Yes,"TN-3 was reshaped, taking in the rest of Bradley County, giving up Union County and cutting its share of Scott County from 100% to 41%. It was safely Republican.",No,,No,,No,
4704,TN-04,TN,Tennessee,Yes,"Tennessee's 2026 map (signed by Gov. Bill Lee on May 7, 2026, days after the U.S. Supreme Court's Louisiana v. Callais ruling) kept TN-4 anchored in Rutherford County (Murfreesboro, Smyrna) but pushed it into southeastern Davidson County around Antioch and added Cannon and Van Buren counties. Its southern tier (Bedford, Moore, Lincoln, Giles, Lawrence) went to the new TN-9 and Meigs and Rhea counties to TN-3, taking it from Trump +44 to Trump +24.",No,,Yes,"TN-4 was reshaped, adding Lawrence, Giles and Coffee counties, giving up Marshall County and dropping out of Van Buren County. It was safely Republican.",No,,No,,No,
4705,TN-05,TN,Tennessee,Yes,"Tennessee's 2026 map (signed by Gov. Bill Lee on May 7, 2026, days after the U.S. Supreme Court's Louisiana v. Callais ruling) relocated TN-5 almost entirely. The former south Nashville-Williamson-Maury-Wilson seat now begins in downtown and north Memphis, follows the Mississippi River through northwest Tennessee (Dyersburg, Paris) and stretches east to Franklin in Williamson County and most of Maury County; it no longer contains any of Nashville. It moves from Trump +18 to Trump +23.",No,,Yes,"TN-5 was rebuilt almost from scratch, adding Maury and Marshall counties, taking 94% of Lewis County and taking 53% of Williamson County. It was solidly Republican.",No,,No,,No,
4706,TN-06,TN,Tennessee,Yes,"Tennessee's 2026 map (signed by Gov. Bill Lee on May 7, 2026, days after the U.S. Supreme Court's Louisiana v. Callais ruling) kept TN-6 centered on the Upper Cumberland (Cookeville, Crossville) but gave it all of Wilson County (Lebanon, Mt. Juliet) and a reshaped share of Nashville that now includes downtown as well as East Nashville. Sumner, Macon and Trousdale counties went to TN-7, and Morgan County and more of Scott and Campbell counties came from TN-3, taking it from Trump +35 to Trump +27.",No,,Yes,"TN-6 was reshaped, taking in the rest of Van Buren County, taking 59% of Scott County and giving up Robertson and Coffee counties. It was safely Republican.",No,,No,,No,
4707,TN-07,TN,Tennessee,Yes,"Tennessee's 2026 map (signed by Gov. Bill Lee on May 7, 2026, days after the U.S. Supreme Court's Louisiana v. Callais ruling) kept Clarksville and north and west Nashville in TN-7 but traded its rural western counties and its share of Williamson County for Sumner County (Hendersonville, Gallatin), Macon and Trousdale counties and a larger piece of Davidson County. It stays about Trump +22.",No,,Yes,"TN-7 was substantially redrawn, adding Dickson, Robertson and Cheatham counties, taking 39% of Davidson County and giving up 8 whole counties, among them Chester, Henderson and McNairy counties. It was solidly Republican.",No,,No,,No,
4708,TN-08,TN,Tennessee,Yes,"Tennessee's 2026 map (signed by Gov. Bill Lee on May 7, 2026, days after the U.S. Supreme Court's Louisiana v. Callais ruling) gave TN-8 a much larger share of Shelby County, adding East Memphis, Cordova, Bartlett and Millington to Germantown, while keeping Jackson and rural West Tennessee. Its northwestern counties (Dyer, Obion, Weakley, Henry, Lake, Lauderdale) went to TN-5 and Hardeman, McNairy and Hardin counties to TN-9, taking it from Trump +42 to Trump +20.",No,,Yes,"TN-8 kept most of its previous shape, adding Chester, Henderson, McNairy, Hardeman and Hardin counties and cutting its share of Tipton County from 100% to 44%. It was safely Republican.",No,,No,,No,
4709,TN-09,TN,Tennessee,Yes,"TN-9 changed more than any other district under Tennessee's 2026 map (signed by Gov. Bill Lee on May 7, 2026, days after the U.S. Supreme Court's Louisiana v. Callais ruling). The Memphis-based, majority-Black seat (Harris +43) was split among TN-5, TN-8 and TN-9; the new TN-9 keeps only southern Shelby County (Whitehaven, Hickory Hill, Collierville) and runs east along the state's southern border through Hardeman, McNairy, Hardin, Wayne, Lawrence, Giles and Lincoln counties to Columbia and the Nashville suburb of Brentwood. It is now Trump +21, and Rep. Steve Cohen (D) did not seek re-election.",No,,Yes,"TN-9 kept most of its previous shape, taking 56% of Tipton County. It was safely Democratic.",No,,No,,No,
4801,TX-01,TX,Texas,Yes,"TX-1 moved south in east Texas, adding Cherokee and Nacogdoches counties while giving up Titus, Camp, Morris and Franklin counties and most of its shares of Upshur, Red River and Bowie. It remains safely Republican.",No,,Yes,"TX-1 was reshaped, adding Cass, Morris, Titus, Camp, Franklin and Marion counties, taking 65% of Bowie County and taking 49% of Red River County. It was safely Republican.",No,,No,,No,
4802,TX-02,TX,Texas,Yes,"TX-2 shrank by a fifth inside Harris County, its share falling from 16% to 11%, with most of the lost territory going to the rebuilt TX-9. It stays solidly Republican.",No,,Yes,"TX-2 was substantially redrawn, taking 33% of Montgomery County. Texas gained a seat in the 2020 reapportionment, which shifted lines across the state. It was safely Republican.",No,,No,,No,
4803,TX-03,TX,Texas,Yes,"TX-3 more than doubled in area, reaching northeast out of Collin County to add Hopkins, Franklin, Titus, Delta and Morris counties. It remains solidly Republican.",No,,Yes,"TX-3 was reshaped, taking 88% of Hunt County and raising its share of Collin County from 59% to 79%. It was solidly Republican.",No,,No,,No,
4804,TX-04,TX,Texas,Yes,"TX-4 consolidated in the northeast corner, taking most of Red River and Bowie counties while giving up Hopkins, Rockwall, Rains and Delta. It stays solidly Republican.",No,,Yes,"TX-4 was substantially redrawn, giving up Cass, Morris, Titus, Camp, Franklin and Marion counties, cutting its share of Hunt County from 100% to 12% and dropping out of Upshur County. Texas gained a seat in the 2020 reapportionment, which shifted lines across the state. It was safely Republican.",No,,No,,No,
4805,TX-05,TX,Texas,Yes,"TX-5 swapped Wood County and its share of Upshur for Anderson County, taking the new territory from TX-6. It remains solidly Republican.",No,,Yes,"TX-5 was reshaped, taking in the rest of Wood County, taking 49% of Upshur County and giving up Anderson and Cherokee counties. Texas gained a seat in the 2020 reapportionment, which shifted lines across the state. It was solidly Republican.",No,,No,,No,
4806,TX-06,TX,Texas,Yes,"TX-6 lost nearly 60% of its area, giving up Anderson, Hill, Cherokee and Freestone counties. What remains sits closer to Fort Worth, with larger shares of Tarrant and Johnson counties, and stays solidly Republican.",No,,Yes,"TX-6 kept most of its previous shape, adding Hill, Anderson and Cherokee counties, taking 58% of Freestone County and taking 32% of Johnson County. It was safely Republican.",No,,No,,No,
4807,TX-07,TX,Texas,Yes,"TX-7 was reshuffled inside the Houston area, drawing about 30% of its area from the old TX-9 and TX-18 while handing territory to TX-8, TX-22 and TX-38. It remains solidly Democratic.",No,,Yes,"TX-7 was rebuilt almost from scratch, trading territory with TX-22, TX-9 and TX-2 within the same counties. Texas gained a seat in the 2020 reapportionment, which shifted lines across the state. It was solidly Democratic.",No,,No,,No,
4808,TX-08,TX,Texas,Yes,"TX-8 gave up Polk and San Jacinto counties and part of Walker, taking Waller County and territory from TX-10 instead. Only about a third of the old district's area carried over, and it stays solidly Republican.",No,,Yes,"TX-8 was substantially redrawn, adding Polk County, taking 13% of Harris County and giving up Madison, Houston, Trinity and Grimes counties. Texas gained a seat in the 2020 reapportionment, which shifted lines across the state. It was safely Republican.",No,,No,,No,
4809,TX-09,TX,Texas,Yes,"TX-9 shares none of its old area: it was rebuilt from TX-36's territory east of Houston, taking in all of Liberty County and raising its share of Harris County from 7% to 22%. Its old inner-Houston footprint went mostly to TX-18, and the seat flipped from safely Democratic to solidly Republican.",No,,Yes,"TX-9 was reshaped, trading territory with TX-22, TX-7 and TX-29 within the same counties. It was safely Democratic.",No,,No,,No,
4810,TX-10,TX,Texas,Yes,"TX-10 swung northeast, adding Houston, Polk, Trinity, San Jacinto and Leon counties and most of Walker, while giving up the Austin, Colorado, Fayette, Washington and Waller corridor. It remains solidly Republican.",No,,Yes,"TX-10 kept most of its previous shape, adding Brazos, Burleson, Grimes and Madison counties, taking in the rest of Lee County and raising its share of Travis County from 22% to 42%. It was solidly Republican.",No,,No,,No,
4811,TX-11,TX,Texas,Yes,"TX-11 gave up Lampasas and Mills counties to TX-31 and, unusually for a west Texas district, picked up 13% of Travis County along with a slice of Burnet. It stays safely Republican.",No,,Yes,"TX-11 was reshaped, adding Lampasas County, taking 16% of Bell County and giving up 9 whole counties, among them Mitchell, Martin and Callahan counties. Texas gained a seat in the 2020 reapportionment, which shifted lines across the state. It was safely Republican.",No,,No,,No,
4812,TX-12,TX,Texas,Yes,"TX-12 took territory from TX-33 in Tarrant County and gave similar amounts to TX-25 and TX-24, keeping its overall shape and its solidly Republican lean.",No,,Yes,"TX-12 was reshaped, cutting its share of Parker County from 100% to 66% and dropping out of Wise County. Texas gained a seat in the 2020 reapportionment, which shifted lines across the state. It was solidly Republican.",No,,No,,No,
4813,TX-13,TX,Texas,Yes,TX-13's Panhandle lines were essentially unchanged apart from a reduced share of Wise County. It remains one of the most Republican districts in the country.,No,,Yes,"TX-13 kept most of its previous shape, taking 23% of Denton County, giving up Jack, Swisher and Cooke counties and dropping out of Floyd County. It was safely Republican.",No,,No,,No,
4814,TX-14,TX,Texas,Yes,"TX-14's share of Brazoria County dropped from 83% to 14%, cutting its area by a third, and it took a small piece of Fort Bend County in exchange. It stays solidly Republican.",No,,Yes,"TX-14 kept most of its previous shape, adding Orange County and cutting its share of Jefferson County from 100% to 74%. It was safely Republican.",No,,No,,No,
4815,TX-15,TX,Texas,Yes,"TX-15 swung east out of the Rio Grande Valley, adding Gonzales, Lavaca, DeWitt, Bee, Goliad, San Patricio and Refugio counties from TX-27 while giving up Live Oak, Wilson and Karnes and its share of Guadalupe. The rural territory moved it from a genuine toss-up to a Republican-leaning seat.",No,,Yes,"TX-15 was reshaped, adding Jim Wells County, taking in the rest of Wilson County and giving up Duval and Jim Hogg counties. Texas gained a seat in the 2020 reapportionment, which shifted lines across the state. It was a Republican-leaning toss-up.",No,,No,,No,
4816,TX-16,TX,Texas,Yes,"TX-16 expanded within El Paso County, its share rising from 29% to 35% as it took territory from TX-23. It remains solidly Democratic.",No,,Yes,"TX-16 was substantially redrawn, cutting its share of El Paso County from 69% to 30%. Texas gained a seat in the 2020 reapportionment, which shifted lines across the state. It was safely Democratic.",No,,No,,No,
4817,TX-17,TX,Texas,Yes,"TX-17 pulled out of east Texas entirely — giving up Angelina, Trinity, Houston, Nacogdoches, Leon and Walker counties — and moved west to add Hill and Bosque counties, the rest of Freestone and shares of Bell, Johnson and Williamson. It stays solidly Republican.",No,,Yes,"TX-17 was reshaped, adding Angelina, Trinity, Houston and Nacogdoches counties, taking 61% of Walker County and taking in the rest of Leon County. It was solidly Republican.",No,,No,,No,
4818,TX-18,TX,Texas,Yes,"TX-18 was largely rebuilt inside Houston, three-quarters of its area coming from the old TX-9 and TX-29 while most of its own former territory went to TX-29. It remains safely Democratic and became more so.",No,,Yes,"TX-18 was reshaped, trading territory with TX-2 and TX-29 within the same counties. It was safely Democratic.",No,,No,,No,
4819,TX-19,TX,Texas,Yes,TX-19's west Texas lines around Lubbock were left unchanged. It remains safely Republican.,No,,Yes,"TX-19 kept most of its previous shape, adding Mitchell, Martin, Swisher, Andrews and Dawson counties, taking in the rest of Floyd County and giving up Young County. It was safely Republican.",No,,No,,No,
4820,TX-20,TX,Texas,Yes,"TX-20 was substantially reshuffled within Bexar County and San Antonio, taking about 40% of its area from the old TX-35 and TX-28 and giving more than half its former territory to TX-23, TX-21 and TX-35. It stays safely Democratic.",No,,Yes,"TX-20 kept most of its previous shape, trading territory with TX-23, TX-35 and TX-21 within the same counties. It was safely Democratic.",No,,No,,No,
4821,TX-21,TX,Texas,Yes,"TX-21 took in the rest of Comal County, cut its share of Hays County from 82% to 65% and dropped out of Travis County altogether. It remains solidly Republican.",No,,Yes,"TX-21 kept most of its previous shape, raising its share of Hays County from 26% to 82%. It was solidly Republican.",No,,No,,No,
4822,TX-22,TX,Texas,Yes,"TX-22 shifted onto the coast, its share of Brazoria County jumping from 16% to 83% while it gave up Wharton and Matagorda counties. Only a fifth of the old district's area carried over, and it stays solidly Republican.",No,,Yes,"TX-22 kept most of its previous shape, adding Matagorda and Wharton counties and cutting its share of Fort Bend County from 97% to 87%. It was solidly Republican.",No,,No,,No,
4823,TX-23,TX,Texas,Yes,"TX-23 gave up La Salle and Dimmit counties and trimmed its shares of Maverick, Bexar and El Paso, otherwise keeping its sprawling border footprint. It remains Republican-leaning.",No,,Yes,"TX-23 kept most of its previous shape, raising its share of El Paso County from 31% to 70% and taking in the rest of La Salle County. It leaned Republican.",No,,No,,No,
4824,TX-24,TX,Texas,Yes,"TX-24 exchanged modest amounts of territory with TX-12, TX-33 and TX-32 across the Dallas-Fort Worth mid-cities, keeping most of its shape and its solidly Republican lean.",No,,Yes,"TX-24 was reshaped, trading territory with TX-26, TX-32 and TX-12 within the same counties. Texas gained a seat in the 2020 reapportionment, which shifted lines across the state. It was solidly Republican.",No,,No,,No,
4825,TX-25,TX,Texas,Yes,"TX-25's share of Johnson County fell from 67% to 42% while its share of Tarrant County rose from 16% to 20%, trading rural ground for Fort Worth territory. It remains solidly Republican, if less so than before.",No,,Yes,"TX-25 was rebuilt almost from scratch, adding Jack, Hood, Palo Pinto, Eastland, Comanche and Stephens counties and one more, taking 92% of Callahan County and taking in the rest of Erath County. Texas gained a seat in the 2020 reapportionment, which shifted lines across the state. It was safely Republican.",No,,No,,No,
4826,TX-26,TX,Texas,Yes,"TX-26 took a larger share of Wise County, up from 49% to 63%, from TX-13 and gave up a little of Denton County. It stays solidly Republican.",No,,Yes,"TX-26 was reshaped, adding Cooke County, taking 49% of Wise County and cutting its share of Denton County from 96% to 76%. It was solidly Republican.",No,,No,,No,
4827,TX-27,TX,Texas,Yes,"TX-27 was rebuilt as an inland district reaching toward Austin: in came Colorado, Matagorda, Wharton, Austin, Washington and Fayette counties, most of Bastrop and shares of Hays and Travis. Out went Nueces, San Patricio, Gonzales, DeWitt, Lavaca and Bee — about 60% of its old area — and it remains solidly Republican.",No,,Yes,"TX-27 was reshaped, adding Goliad, DeWitt and Bee counties, taking in the rest of Gonzales County and taking in the rest of San Patricio County. It was solidly Republican.",No,,No,,No,
4828,TX-28,TX,Texas,Yes,"TX-28 grew by a third, adding La Salle, Dimmit and Live Oak counties plus shares of Maverick and Hidalgo, and dropped out of Bexar and Guadalupe counties entirely. The Laredo-based seat went from Democratic-held to a narrow Republican toss-up.",No,,Yes,"TX-28 kept most of its previous shape, adding Duval and Jim Hogg counties, taking 21% of Guadalupe County and dropping out of Wilson County. It was a Democratic-leaning toss-up.",No,,No,,No,
4829,TX-29,TX,Texas,Yes,"TX-29 was largely rebuilt inside Harris County, 70% of its area coming from the old TX-18 while most of its former territory went to the new TX-9 and TX-18. It remains safely Democratic.",No,,Yes,"TX-29 kept most of its previous shape, trading territory with TX-18 and TX-36 within the same counties. It was safely Democratic.",No,,No,,No,
4830,TX-30,TX,Texas,Yes,"TX-30's share of Dallas County fell from 42% to 32%, with the territory going to TX-33, and it picked up a small amount of Tarrant County in return. It stays safely Democratic.",No,,Yes,"TX-30 kept most of its previous shape, trading territory with TX-33, TX-6 and TX-5 within the same counties. It was safely Democratic.",No,,No,,No,
4831,TX-31,TX,Texas,Yes,"TX-31 added Lampasas and Mills counties from TX-11 and gave up Bosque County, with slightly reduced shares of Bell, Williamson and Burnet. It remains solidly Republican.",No,,Yes,"TX-31 was reshaped, adding Hamilton, Coryell, Burnet and Bosque counties, cutting its share of Williamson County from 99% to 78% and cutting its share of Bell County from 100% to 84%. It was solidly Republican.",No,,No,,No,
4832,TX-32,TX,Texas,Yes,"TX-32 grew more than thirteenfold in area, reaching from Dallas County deep into northeast Texas to take in Rockwall, Wood, Upshur, Camp and Rains counties and part of Hunt, nearly all of it from TX-1, TX-4 and TX-5. The seat flipped from safely Democratic to solidly Republican.",No,,Yes,"TX-32 was substantially redrawn, trading territory with TX-5, TX-3 and TX-24 within the same counties. Texas gained a seat in the 2020 reapportionment, which shifted lines across the state. It was solidly Democratic.",No,,No,,No,
4833,TX-33,TX,Texas,Yes,"TX-33 dropped out of Tarrant County entirely and more than doubled its share of Dallas County, from 9% to 22%, rebuilt largely from old TX-30 and TX-32 territory. It remains safely Democratic.",No,,Yes,"TX-33 was reshaped, trading territory with TX-24, TX-6 and TX-12 within the same counties. Texas gained a seat in the 2020 reapportionment, which shifted lines across the state. It was safely Democratic.",No,,No,,No,
4834,TX-34,TX,Texas,Yes,TX-34 added 92% of Nueces County and Corpus Christi from TX-27 and gave up its share of Hidalgo County. The change turned the Rio Grande Valley seat from Democratic-held into a narrow Republican toss-up.,No,,Yes,"TX-34 was substantially redrawn, giving up Goliad, DeWitt, Bee and Jim Wells counties, dropping out of Gonzales County and dropping out of San Patricio County. Texas gained a seat in the 2020 reapportionment, which shifted lines across the state. It was solidly Democratic.",No,,No,,No,
4835,TX-35,TX,Texas,Yes,"TX-35 left the Austin end of its corridor entirely — dropping out of Travis, Hays and Comal counties — and was rebuilt around San Antonio, raising its share of Bexar County from 7% to 47% and adding Wilson, Karnes and Guadalupe. Only 7% of its old area carried over, and it flipped from safely Democratic to Republican-leaning.",No,,Yes,"TX-35 was reshaped, dropping out of Caldwell County. Texas gained a seat in the 2020 reapportionment, which shifted lines across the state. It was safely Democratic.",No,,No,,No,
4836,TX-36,TX,Texas,Yes,"TX-36 gave up Liberty County and half its share of Harris County to the rebuilt TX-9, taking Angelina County from TX-17 in exchange. It remains solidly Republican.",No,,Yes,"TX-36 was reshaped, taking 26% of Jefferson County and giving up Polk and Orange counties. It was safely Republican.",No,,No,,No,
4837,TX-37,TX,Texas,Yes,"TX-37 absorbed the Travis County territory TX-35 gave up, raising its share of the county from 20% to 26%, while handing its outer areas to TX-10, TX-27 and TX-11. It remains the most Democratic district in Texas.",No,,Yes,"TX-37 was a new seat, created when Texas gained a district in the 2020 reapportionment, drawn from parts of Travis County. It was safely Democratic.",Inactive,,Inactive,,Inactive,
4838,TX-38,TX,Texas,Yes,"TX-38 traded territory around western Harris County, taking about a quarter of its area from TX-8 and giving similar amounts to TX-2 and TX-22. It stays solidly Republican.",No,,Yes,"TX-38 was a new seat, created when Texas gained a district in the 2020 reapportionment, drawn from parts of Harris County. It was solidly Republican.",Inactive,,Inactive,,Inactive,
4901,UT-01,UT,Utah,Yes,"UT-1 was rebuilt as a Salt Lake County seat, its share of the county going from 15% to 77% while it shed all of northern Utah — Weber, Cache, Box Elder, Morgan and Rich counties — plus its slices of Davis and Summit. Barely 1% of the old district's area carried over, and the compact new seat is the state's only solidly Democratic one.",No,,Yes,"UT-1 was substantially redrawn, taking 15% of Salt Lake County, giving up Daggett, Uintah and Duchesne counties and cutting its share of Summit County from 100% to 39%. It was solidly Republican.",No,,No,,No,
4902,UT-02,UT,Utah,Yes,"UT-2 became the northern Utah district, taking all of Cache, Box Elder, Rich and Weber counties and the rest of Davis from the old UT-1. It gave up the entire southwestern half of the state it used to run through — Washington, Iron, Beaver, Millard, Tooele, Sevier, Garfield, Kane, Wayne and Piute — and remains safely Republican.",No,,Yes,"UT-2 kept most of its previous shape, dropping out of Sanpete County and cutting its share of Salt Lake County from 45% to 33%. It was solidly Republican.",No,,No,,No,
4903,UT-03,UT,Utah,Yes,"UT-3 kept its eastern Utah core and expanded south and west, adding the St. George corner (Washington, Iron, Beaver, Garfield, Kane, Wayne and Piute counties), all of Summit and Morgan, and most of Utah County, whose share rose from 17% to 60%. It gave up its quarter of Salt Lake County and is the most Republican of the four seats.",No,,Yes,"UT-3 kept most of its previous shape, adding Daggett, Uintah and Duchesne counties, taking 61% of Summit County and cutting its share of Utah County from 60% to 17%. It was solidly Republican.",No,,No,,No,
4904,UT-04,UT,Utah,Yes,"UT-4 grew nearly fivefold in area, taking Tooele, Millard and Sevier counties and the rest of Juab from UT-2, while its share of Utah County fell from 82% to 40%. It held roughly its previous slice of Salt Lake County and stays safely Republican.",No,,Yes,"UT-4 kept most of its previous shape, taking in the rest of Sanpete County and raising its share of Utah County from 40% to 82%. It was safely Republican.",No,,No,,No,
5001,VT-01,VT,Vermont,,,No,,No,,No,,No,,No,
5101,VA-01,VA,Virginia,,,No,,Yes,"VA-1 was reshaped, adding York County and the cities of Williamsburg and Poquoson, taking 51% of Chesterfield County and taking 27% of Henrico County. It leaned Republican.",No,,No,,No,
5102,VA-02,VA,Virginia,,,No,,Yes,"VA-2 was reshaped, adding Isle of Wight County and the cities of Franklin and Suffolk, taking 87% of the city of Chesapeake and taking 41% of Southampton County. It was a Republican-leaning toss-up.",No,,No,,No,
5103,VA-03,VA,Virginia,,,No,,Yes,"VA-3 was substantially redrawn, taking in the rest of the city of Hampton, taking in the rest of the city of Norfolk and giving up Isle of Wight County. It was safely Democratic.",No,,No,,No,
5104,VA-04,VA,Virginia,,,No,,Yes,"VA-4 was reshaped, adding Brunswick County, raising its share of Henrico County from 63% to 73% and dropping out of the city of Chesapeake. It was safely Democratic.",No,,No,,No,
5105,VA-05,VA,Virginia,,,No,,Yes,"VA-5 was reshaped, adding Louisa, Nottoway, Amherst, Goochland, Amelia and Powhatan counties and one more, taking 47% of Hanover County and giving up Rappahannock, Greene, Franklin, Brunswick and Madison counties. It leaned Republican.",No,,No,,No,
5106,VA-06,VA,Virginia,,,No,,Yes,"VA-6 kept most of its previous shape, adding Clarke, Alleghany and Frederick counties and the cities of Winchester and Covington, raising its share of the city of Salem from 28% to 82% and raising its share of Roanoke County from 40% to 66%. It was solidly Republican.",No,,No,,No,
5107,VA-07,VA,Virginia,,,No,,Yes,"VA-7 was substantially redrawn, adding Stafford, King George, Greene, Madison and Caroline counties, taking in the rest of the city of Fredericksburg and taking 39% of Prince William County. It was a Democratic-leaning toss-up.",No,,No,,No,
5108,VA-08,VA,Virginia,,,No,,Yes,"VA-8 kept most of its previous shape, trading territory with VA-10 and VA-11 within the same counties. It was safely Democratic.",No,,No,,No,
5109,VA-09,VA,Virginia,,,No,,Yes,"VA-9 kept most of its previous shape, adding Franklin County, taking 83% of Bedford County and taking in the rest of Henry County. It was safely Republican.",No,,No,,No,
