office,state,race,year,election_type,party,candidate,fec_id,reports,receipts_sept,receipts_full_from_reports,receipts_final_csv
H,FL,FL-02,2024,Regular,R,Neal Dunn,H6FL02208,11,1289931.44,1648134.72,1648134.72
H,FL,FL-03,2024,Regular,D,Tom Wells,H8FL03020,9,12623.73,18204.42,18204.42
H,FL,FL-03,2024,Regular,R,Kat Cammack,H0FL03175,11,2087502.72,2647816.47,2647816.47
H,FL,FL-04,2024,Regular,D,L. J. Holloway,H6FL05193,5,15174.00,32057.51,32057.51
H,FL,FL-04,2024,Regular,R,Aaron Bean,H2FL04211,13,1300664.76,1738170.86,1738170.86
H,FL,FL-05,2024,Regular,D,Jay McGovern,H4FL05123,5,32427.19,44584.40,44584.4
H,FL,FL-05,2024,Regular,R,John Rutherford,H6FL04105,11,669745.71,897299.59,897299.59
H,FL,FL-06,2024,Regular,D,James David Stockton,H4FL06055,6,18386.00,33549.47,33549.47
H,FL,FL-06,2024,Regular,R,Michael Waltz,H8FL06148,11,1964456.31,2820255.60,2820255.6
H,FL,FL-07,2024,Regular,D,Jennifer Adams,H4FL07137,8,193444.28,277066.10,277066.1
H,FL,FL-07,2024,Regular,R,Cory Mills,H2FL07156,13,1163706.21,1628886.82,1628886.82
H,FL,FL-08,2024,Regular,D,Sandy Kennedy,H4FL08143,6,21673.63,37566.32,37566.32
H,FL,FL-08,2024,Regular,R,Mike Haridopolos,H4FL08168,6,1242645.38,1759340.70,1759340.7
H,FL,FL-09,2024,Regular,D,Darren Soto,H6FL09179,11,1434468.56,2159165.71,2159165.71
H,FL,FL-09,2024,Regular,R,Thomas Chalifoux,H4FL09182,7,2095347.06,2684792.44,2684792.44
H,FL,FL-10,2024,Regular,D,Maxwell Frost,H2FL10259,11,3029253.58,4065838.78,4065838.78
H,FL,FL-10,2024,Regular,R,Willie Montague,H0FL10113,11,20398.69,24494.82,24494.82
H,FL,FL-11,2024,Regular,D,Barbie Harden Hall,H4FL11105,7,35757.93,76285.62,76285.62
H,FL,FL-11,2024,Regular,R,Daniel Webster,H0FL08208,11,927175.34,1019865.25,1019865.25
H,FL,FL-12,2024,Regular,D,Rock Aboujaoude,H4FL02112,6,17063.01,56949.32,56949.32
H,FL,FL-12,2024,Regular,R,Gus Bilirakis,H6FL09070,11,1363140.32,1804425.78,1804425.78
H,FL,FL-13,2024,Regular,D,Whitney Fox,H4FL13200,8,845050.91,2559343.80,2559343.8
H,FL,FL-13,2024,Regular,R,Anna Paulina Luna,H0FL13158,13,2270893.71,3697834.71,3697834.71
H,FL,FL-14,2024,Regular,D,Kathy Castor,H6FL11126,11,903653.57,1166739.26,1166739.26
H,FL,FL-14,2024,Regular,R,Rocky Rochford,H4FL14117,9,55052.37,72882.58,72882.58
H,FL,FL-15,2024,Regular,D,Pat Kemp,H4FL15189,6,260193.68,542647.03,542647.03
H,FL,FL-15,2024,Regular,R,Laurel Lee,H2FL15241,13,1698324.22,2162709.67,2162709.67
H,FL,FL-16,2024,Regular,D,Jan Schneider,H2FL13139,22,19864.05,32722.75,32722.75
H,FL,FL-16,2024,Regular,R,Vern Buchanan,H6FL13148,11,1465482.07,1824538.71,1824538.71
H,FL,FL-17,2024,Regular,D,Manny Lopez,H4FL17052,8,39725.44,69448.01,69448.01
H,FL,FL-17,2024,Regular,R,Gregory Steube,H8FL17053,11,1355801.03,1735999.36,1735999.36
H,FL,FL-18,2024,Regular,D,Andrea Doria Kale,H2FL17106,11,22983.07,30629.22,30629.22
H,FL,FL-18,2024,Regular,R,Scott Franklin,H0FL15104,11,612073.23,815897.15,815897.15
H,FL,FL-19,2024,Regular,D,Kari Lerner,H4FL19116,8,137489.72,184066.35,184066.35
H,FL,FL-19,2024,Regular,R,Byron Donalds,H2FL14186,11,4890822.40,6600931.63,6600931.63
H,FL,FL-20,2024,Regular,D,Sheila Cherfilus-McCormick,H8FL20032,11,495225.51,639178.70,639178.7
H,FL,FL-21,2024,Regular,D,Thomas Witkop,H4FL21070,7,154338.48,265397.71,265397.71
H,FL,FL-21,2024,Regular,R,Brian Mast,H6FL18097,11,2989235.97,3998823.63,3998823.63
H,FL,FL-22,2024,Regular,D,Lois Frankel,H2FL14053,11,1456906.55,1887170.43,1887170.43
H,FL,FL-22,2024,Regular,R,Dan Franzese,H2FL21108,11,1013461.55,1776993.98,1776993.98
H,FL,FL-23,2024,Regular,D,Jared Moskowitz,H2FL22171,11,1607377.34,2358065.32,2358065.32
H,FL,FL-23,2024,Regular,R,Joe Kaufman,H2FL20043,11,109687.53,166713.53,166713.53
H,FL,FL-24,2024,Regular,D,Frederica Wilson,H0FL17068,11,368244.74,488827.68,488827.68
H,FL,FL-24,2024,Regular,R,Jesus Gabriel Navarro,H4FL24058,6,12605.58,33224.76,33224.76
H,FL,FL-25,2024,Regular,D,Debbie Wasserman Schultz,H4FL20023,11,2384184.85,2896300.36,2896300.36
H,FL,FL-25,2024,Regular,R,Chris Eddy,H4FL25030,11,309145.50,416343.66,416343.66
H,FL,FL-26,2024,Regular,D,Joey Atkins,H4FL26103,4,36675.00,36675.00,36675.0
H,FL,FL-26,2024,Regular,R,Mario Diaz-Balart,H2FL25018,11,1911790.08,2363025.68,2363025.68
H,FL,FL-27,2024,Regular,D,Lucia Baez-Geller,H4FL27010,8,355055.87,654171.35,654171.35
H,FL,FL-27,2024,Regular,R,Maria Elvira Salazar,H8FL27185,11,2544368.35,3230463.98,3230463.98
H,FL,FL-28,2024,Regular,D,Phil Ehr,H4FL28042,9,1059292.32,1199607.63,1199607.63
H,FL,FL-28,2024,Regular,R,Carlos Gimenez,H0FL26036,11,892438.38,1127145.82,1127145.82
H,GA,GA-01,2024,Regular,D,Patti Hewitt,H4GA01153,9,31580.89,65790.26,65790.26
H,GA,GA-01,2024,Regular,R,Buddy Carter,H4GA01039,11,1928325.04,2597666.23,2597666.23
H,GA,GA-02,2024,Regular,D,Sanford Bishop,H2GA02031,11,1412866.66,1913894.21,1913894.21
H,GA,GA-02,2024,Regular,R,Wayne Johnson,H2GA02163,12,93679.00,599567.08,599567.08
H,GA,GA-03,2024,Regular,D,Maura Keller,H4GA03100,7,49458.19,148905.21,148905.21
H,GA,GA-03,2024,Regular,R,Brian Jack,H4GA03126,8,1768207.19,2296183.10,2296183.1
H,GA,GA-04,2024,Regular,D,Hank Johnson,H6GA04129,11,471821.78,669938.25,669938.25
H,GA,GA-04,2024,Regular,R,Eugene Yu,H4GA12051,11,44482.00,66585.15,66585.15
H,GA,GA-05,2024,Regular,D,Nikema Williams,H0GA05301,11,721053.98,1003637.94,1003637.94
H,GA,GA-06,2024,Regular,D,Lucy McBath,H8GA06393,11,1908259.09,2454303.29,2454303.29
H,GA,GA-06,2024,Regular,R,Jeff Criswell,H4GA07283,8,20896.44,28099.47,28099.47
H,GA,GA-07,2024,Regular,D,Bob Christian,H2GA06222,10,16437.76,37360.19,37360.19
H,GA,GA-07,2024,Regular,R,Richard McCormick,H0GA07273,13,1612548.96,2277571.82,2277571.82
H,GA,GA-08,2024,Regular,D,Darrius Butler,H2GA08095,8,11560.55,16292.11,16292.11
H,GA,GA-08,2024,Regular,R,Austin Scott,H0GA08099,11,915878.66,1239044.50,1239044.5
H,GA,GA-09,2024,Regular,D,Tambrei Cash,H4GA14040,9,42314.75,61660.34,61660.34
H,GA,GA-09,2024,Regular,R,Andrew Clyde,H0GA09246,11,392870.19,563056.10,563056.1
H,GA,GA-10,2024,Regular,D,Lexy Doherty,H4GA10113,7,55409.00,240455.79,240455.79
H,GA,GA-10,2024,Regular,R,Mike Collins,H4GA10071,11,1256030.63,1713411.61,1713411.61
H,GA,GA-11,2024,Regular,D,Kate L. Stamper,H4GA11137,0,,,24987.9
H,GA,GA-11,2024,Regular,R,Barry Loudermilk,H4GA11061,11,622000.24,861133.31,861133.31
H,GA,GA-12,2024,Regular,D,Liz Johnson,H0GA12059,16,11147.89,31475.66,31475.66
H,GA,GA-12,2024,Regular,R,Rick Allen,H2GA12121,11,960536.21,1224020.60,1224020.6
H,GA,GA-13,2024,Regular,D,David Scott,H2GA13012,11,1018645.31,1213689.84,1213689.84
H,GA,GA-14,2024,Regular,D,Shawn Harris,H4GA14057,10,597220.09,3529948.79,3529948.79
H,GA,GA-14,2024,Regular,R,Marjorie Taylor Greene,H0GA06192,11,6355251.80,8960241.51,8960241.51
H,HI,HI-01,2024,Regular,D,Ed Case,H2HI02128,11,506841.39,700463.15,700463.15
H,HI,HI-02,2024,Regular,D,Jill Tokuda,H2HI02581,11,703027.87,989460.69,989460.69
H,IA,IA-01,2024,Regular,D,Christina Bohannan,H2IA02111,11,3367674.72,6900996.18,6900996.18
H,IA,IA-01,2024,Regular,R,Mariannette Miller-Meeks,H8IA02043,11,3562753.21,5800753.74,5800753.74
H,IA,IA-03,2024,Regular,D,Lanon Baccam,H4IA03172,8,2712842.60,5610180.06,5610180.06
H,IA,IA-03,2024,Regular,R,Zach Nunn,H2IA03119,13,3955107.31,5809115.93,5809115.93
H,IA,IA-04,2024,Regular,D,Ryan Melton,H2IA04141,11,57162.23,153144.37,153144.37
H,IA,IA-04,2024,Regular,R,Randy Feenstra,H0IA04145,11,3703709.41,4301278.48,4301278.48
H,ID,ID-01,2024,Regular,D,Kaylee Peterson,H2ID01192,11,104623.31,190323.14,190323.14
H,ID,ID-01,2024,Regular,R,Russ Fulcher,H8ID01124,11,454815.30,637624.63,637624.63
H,ID,ID-02,2024,Regular,D,David Roth,H4ID02089,10,69835.00,104431.35,104431.35
H,ID,ID-02,2024,Regular,R,Michael Simpson,H8ID02064,11,1247032.64,1555834.51,1555834.51
H,IL,IL-01,2024,Regular,D,Jonathan Jackson,H2IL01349,11,458004.64,654094.58,654094.58
H,IL,IL-02,2024,Regular,D,Robin Kelly,H2IL02172,11,1485314.52,1923741.97,1923741.97
H,IL,IL-03,2024,Regular,D,Delia Ramirez,H2IL03162,11,815294.33,1131488.61,1131488.61
H,IL,IL-03,2024,Regular,R,John Booras,H4IL03101,3,0.00,38596.80,38596.8
H,IL,IL-04,2024,Regular,D,Chuy García,H8IL04134,11,703458.48,863042.92,863042.92
H,IL,IL-05,2024,Regular,D,Mike Quigley,H0IL05096,11,845564.60,1093681.39,1093681.39
H,IL,IL-05,2024,Regular,R,Tommy Hanson,H8IL05073,1,0.00,0.00,4990.1
H,IL,IL-06,2024,Regular,D,Sean Casten,H8IL06139,11,2429370.87,3128625.05,3128625.05
H,IL,IL-06,2024,Regular,R,Niki Conforti,H2IL06090,10,84771.00,155698.74,155698.74
H,IL,IL-07,2024,Regular,D,Danny Davis,H4IL07037,11,801843.17,948122.91,948122.91
H,IL,IL-08,2024,Regular,D,Raja Krishnamoorthi,H6IL08147,11,8440941.44,10897838.27,10897838.27
H,IL,IL-08,2024,Regular,R,Mark Rice,H4IL08159,8,242787.00,281464.08,281464.08
H,IL,IL-09,2024,Regular,D,Janice Schakowsky,H8IL09067,11,1333071.15,1557667.59,1557667.59
H,IL,IL-09,2024,Regular,R,Seth Alan Cohen,H4IL09090,5,5073.03,12108.78,12108.78
H,IL,IL-10,2024,Regular,D,Bradley Scott Schneider,H2IL10068,11,3072312.43,3855356.96,3855356.96
H,IL,IL-10,2024,Regular,R,Jim Carris,H4IL10098,9,485945.81,680779.30,680779.3
H,IL,IL-11,2024,Regular,D,Bill Foster,H8IL14067,11,2414723.02,3282466.22,3282466.22
H,IL,IL-11,2024,Regular,R,Jerry Evans,H0IL14213,9,449862.05,636765.02,636765.02
H,IL,IL-12,2024,Regular,R,Mike Bost,H4IL12060,11,2830337.78,3157655.80,3157655.8
H,IL,IL-13,2024,Regular,D,Nikki Budzinski,H2IL13153,11,3306724.31,4337253.92,4337253.92
H,IL,IL-13,2024,Regular,R,Joshua Loyd,H4IL13241,11,26800.03,90607.54,90607.54
H,IL,IL-14,2024,Regular,D,Lauren Underwood,H8IL14174,11,2996510.85,4158558.79,4158558.79
H,IL,IL-14,2024,Regular,R,Jim Marter,H8IL16153,11,180747.30,326753.53,326753.53
H,IL,IL-15,2024,Regular,R,Mary Miller,H0IL15129,11,1172808.03,1595994.35,1595994.35
H,IL,IL-16,2024,Regular,R,Darin LaHood,H6IL18088,11,3053903.92,3753031.58,3753031.58
H,IL,IL-17,2024,Regular,D,Eric Sorensen,H2IL17147,11,3555306.34,5046501.25,5046501.25
H,IL,IL-17,2024,Regular,R,Joe McGraw,H4IL17101,9,849256.64,1510548.90,1510548.9
H,IN,IN-01,2024,Regular,D,Frank Mrvan,H0IN01150,11,2298086.61,3196274.92,3196274.92
H,IN,IN-01,2024,Regular,R,Randy Niemeyer,H4IN01210,8,645359.41,1107288.15,1107288.15
H,IN,IN-02,2024,Regular,D,Lori Camp,H4IN02192,7,47721.48,130984.60,130984.6
H,IN,IN-02,2024,Regular,R,Rudy Yakym III,H2IN02295,11,2068157.50,3726754.51,3726754.51
H,IN,IN-03,2024,Regular,D,Kiley Adolph,H4IN03240,9,40454.00,47977.01,47977.01
H,IN,IN-03,2024,Regular,R,Marlin Stutzman,H0IN03198,0,,,1390134.47
H,IN,IN-04,2024,Regular,D,Derrick Holder,H4IN04255,3,1054.60,8116.13,8116.13
H,IN,IN-04,2024,Regular,R,James Baird,H8IN04199,11,475747.01,618942.74,618942.74
H,IN,IN-05,2024,Regular,D,Deborah Pickett,H4IN05286,7,18408.00,44921.88,44921.88
H,IN,IN-05,2024,Regular,R,Victoria Spartz,H0IN05326,11,1437987.12,1982203.38,1982203.38
H,IN,IN-06,2024,Regular,D,Cinde Wirth,H2IN06304,7,8486.04,27712.88,27712.88
H,IN,IN-06,2024,Regular,R,Jefferson Shreve,H4IN06185,7,5779058.13,6241636.66,6241636.66
H,IN,IN-07,2024,Regular,D,André Carson,H8IN07184,11,537777.08,834438.54,834438.54
H,IN,IN-07,2024,Regular,R,John Schmitz,H4IN07217,5,4210.25,78009.71,78009.71
H,IN,IN-08,2024,Regular,D,Erik Hurt,H4IN08231,3,0.00,23916.90,23916.9
H,IN,IN-08,2024,Regular,R,Mark Messmer,H4IN08249,7,1042177.53,1545283.84,1545283.84
H,IN,IN-09,2024,Regular,D,Tim Peck,H4IN09163,8,204295.38,362628.97,362628.97
H,IN,IN-09,2024,Regular,R,Erin Houchin,H6IN09143,11,1266779.92,1723766.00,1723766.0
H,KS,KS-01,2024,Regular,D,Paul Buskirk,H4KS01083,8,45480.00,63181.81,63181.81
H,KS,KS-01,2024,Regular,R,Tracey Mann,H0KS01123,11,1191644.73,1523582.68,1523582.68
H,KS,KS-02,2024,Regular,D,Nancy Boyda,H4KS02107,5,58563.36,245108.35,245108.35
H,KS,KS-02,2024,Regular,R,Derek Schmidt,H4KS02164,6,497129.15,1266628.17,1266628.17
H,KS,KS-03,2024,Regular,D,Sharice Davids,H8KS03155,11,4076983.82,5977870.92,5977870.92
H,KS,KS-03,2024,Regular,R,Prasanth Reddy,H4KS03212,10,1308990.73,1885375.41,1903036.3
H,KS,KS-04,2024,Regular,D,Esau Freeman,H2KS04099,8,52270.00,99784.32,99784.32
H,KS,KS-04,2024,Regular,R,Ron Estes,H8KS04112,11,1759441.55,2287999.66,2287999.66
H,KY,KY-01,2024,Regular,D,Erin Marshall,H4KY01081,7,99521.95,248478.33,248478.33
H,KY,KY-01,2024,Regular,R,James Comer,H6KY01110,11,6155626.92,7650141.57,7650141.57
H,KY,KY-02,2024,Regular,D,Hank Linderman,H8KY02080,11,16663.00,41067.58,41067.58
H,KY,KY-02,2024,Regular,R,Brett Guthrie,H8KY02031,11,2394606.49,3311518.53,3849228.99
H,KY,KY-03,2024,Regular,D,Morgan McGarvey,H2KY03206,11,1618545.83,2184235.62,2184235.62
H,KY,KY-03,2024,Regular,R,Mike Craven,H2KY06217,11,15532.96,31687.20,31687.2
H,KY,KY-04,2024,Regular,R,Thomas Massie,H2KY04121,11,1040599.72,1349141.60,1349141.6
H,KY,KY-05,2024,Regular,R,Harold Rogers,H0KY05015,11,855367.57,1063926.73,1063926.73
H,KY,KY-06,2024,Regular,D,Randy Cravens,H2KY06217,11,15532.96,31687.20,31687.2
H,KY,KY-06,2024,Regular,R,Andy Barr,H0KY06104,11,3515517.82,4973206.54,4973206.54
H,LA,LA-01,2024,Regular,D,Mel Manuel,H4LA01154,9,10367.00,74559.16,74559.16
H,LA,LA-01,2024,Regular,R,Steve Scalise,H0LA01087,10,10537675.15,14732239.34,14732239.34
H,LA,LA-02,2024,Regular,D,Troy Carter,H2LA02149,10,1165553.39,2042195.90,2042195.9
H,LA,LA-02,2024,Regular,R,Christy Lynch,H4LA02145,4,0.00,41708.99,41708.99
H,LA,LA-03,2024,Regular,R,Clay Higgins,H6LA03148,10,716155.13,1029946.49,1029946.49
H,LA,LA-04,2024,Regular,R,Mike Johnson,H6LA04138,10,13035759.87,19867069.39,19867069.39
H,LA,LA-05,2024,Regular,R,Julia Letlow,H2LA05126,10,1824395.38,2613337.93,2613337.93
H,LA,LA-06,2024,Regular,D,Cleo Fields,H4LA06211,6,689253.23,1245924.50,1245924.5
H,LA,LA-06,2024,Regular,R,Elbert Guillory,H4LA06229,4,0.00,192851.48,192851.48
H,MA,MA-01,2024,Regular,D,Richard Neal,H8MA02041,11,2444802.03,3285602.29,3285602.29
H,MA,MA-01,2024,Regular,R,Nadia Donya Milleron,H4MA01091,7,165536.68,354342.68,354342.68
H,MA,MA-02,2024,Regular,D,James McGovern,H4MA03022,11,900502.64,1097317.30,1097317.3
H,MA,MA-02,2024,Regular,R,Cornelius Shea,H4MA02065,2,0.00,2220.00,2220.0
H,MA,MA-03,2024,Regular,D,Lori Trahan,H8MA03106,11,1431469.70,1766479.20,1766479.2
H,MA,MA-04,2024,Regular,D,Jake Auchincloss,H0MA04192,11,2895159.94,3517184.83,3517184.83
H,MA,MA-05,2024,Regular,D,Katherine Clark,H4MA05084,11,4024872.47,4984888.62,4984888.62
H,MA,MA-06,2024,Regular,D,Seth Moulton,H4MA06090,11,1875000.11,2908225.26,2908225.26
H,MA,MA-07,2024,Regular,D,Ayanna Pressley,H8MA07032,11,1174052.85,1432055.24,1432055.24
H,MA,MA-08,2024,Regular,D,Stephen Lynch,H2MA09072,11,531317.97,710123.92,710123.92
H,MA,MA-08,2024,Regular,R,Robert Burke,H2MA08090,4,682.00,1147.10,1147.1
H,MA,MA-09,2024,Regular,D,William Keating,H0MA10082,11,535416.17,681883.89,681883.89
H,MD,MD-01,2024,Regular,D,Blane Miller,H8MD06143,0,,,0.0
H,MD,MD-01,2024,Regular,R,Andy Harris,H8MD01094,11,1008872.97,1361364.40,1361364.4
H,MD,MD-02,2024,Regular,D,"Johnny O Olszewski, Jr.",H4MD02232,7,1117104.12,1570997.00,1570997.0
H,MD,MD-02,2024,Regular,R,Kim Klacik,H0MD07197,11,86032.42,169860.63,169860.63
H,MD,MD-03,2024,Regular,D,Sarah Elfreth,H4MD03156,8,1830237.26,2276073.80,2276073.8
H,MD,MD-03,2024,Regular,R,Robert Steinberger,H4MD03271,7,33753.69,51442.69,51442.69
H,MD,MD-04,2024,Regular,D,Glenn Ivey,H2MD04232,0,,,944142.37
H,MD,MD-05,2024,Regular,D,Steny Hoyer,H2MD05155,11,1451235.67,1756898.25,1756898.25
H,MD,MD-05,2024,Regular,R,Michelle Talkington,H4MD05219,9,10197.61,21998.20,21998.2
H,MD,MD-06,2024,Regular,D,April McClain Delaney,H4MD06340,8,2974706.02,5943527.85,5943527.85
H,MD,MD-06,2024,Regular,R,Neil Parrott,H0MD06231,13,544967.57,1179938.64,1179938.64
H,MD,MD-07,2024,Regular,D,Kweisi Mfume,H6MD07020,11,335293.96,533861.78,533861.78
H,MD,MD-08,2024,Regular,D,Jamie Raskin,H6MD08457,11,3616675.27,4843711.39,4843711.39
H,MD,MD-08,2024,Regular,R,Cheryl Riley,H4MD08213,7,2183.26,13872.24,13872.24
H,ME,ME-01,2024,Regular,D,Chellie Pingree,H8ME01120,11,439863.95,670959.02,670959.02
H,ME,ME-01,2024,Regular,R,Ronald Russell,H4ME01160,8,67462.69,175939.22,175939.22
H,ME,ME-02,2024,Regular,D,Jared Golden,H8ME02185,11,4753698.46,7943838.27,7943838.27
H,ME,ME-02,2024,Regular,R,Austin Theriault,H4ME02291,8,1754306.62,3628072.48,3628072.48
H,MI,MI-01,2024,Regular,D,Callie Barr,H4MI01155,10,507922.41,1011922.71,1011922.71
H,MI,MI-01,2024,Regular,R,Jack Bergman,H6MI01226,11,1473502.39,2016388.02,2016388.02
H,MI,MI-02,2024,Regular,D,Michael Lynch,H4MI02138,1,435.00,435.00,19849.07
H,MI,MI-02,2024,Regular,R,John Moolenaar,H4MI04126,11,1729374.79,2135244.82,2135244.82
H,MI,MI-03,2024,Regular,D,Hillary Scholten,H0MI03316,11,3429432.33,5285875.86,5285875.86
H,MI,MI-03,2024,Regular,R,Paul Hudson,H4MI03268,9,630242.59,1201985.40,1201985.4
H,MI,MI-04,2024,Regular,D,Jessica Swartz,H4MI04159,9,585358.82,1166577.10,1166577.1
H,MI,MI-04,2024,Regular,R,Bill Huizenga,H0MI02094,11,2507682.09,3128825.74,3128825.74
H,MI,MI-05,2024,Regular,D,Libbi Urban,H4MI05164,7,39150.22,123982.76,123982.76
H,MI,MI-05,2024,Regular,R,Tim Walberg,H4MI07103,11,1189762.90,1597811.15,1597811.15
H,MI,MI-06,2024,Regular,D,Debbie Dingell,H4MI12079,11,1112830.27,1600750.13,1600750.13
H,MI,MI-06,2024,Regular,R,Heather Smiley,H4MI06154,6,3135.60,3435.60,3435.6
H,MI,MI-07,2024,Regular,D,Curtis Hertel,H4MI07210,9,4230425.41,7656059.90,7656059.9
H,MI,MI-07,2024,Regular,R,Tom Barrett,H2MI07123,13,2818295.24,5103613.26,5103613.26
H,MI,MI-08,2024,Regular,D,Kristen McDonald Rivet,H4MI08218,7,1686641.10,6067031.69,6067031.69
H,MI,MI-08,2024,Regular,R,Paul Junge,H0MI08141,15,2137149.29,5910346.81,5984458.77
H,MI,MI-09,2024,Regular,D,Clinton St. Mosley,H4MI09125,7,24045.34,113478.38,113478.38
H,MI,MI-09,2024,Regular,R,Lisa McClain,H0MI10287,11,1211408.55,1968688.95,1968688.95
H,MI,MI-10,2024,Regular,D,Carl Marlinga,H2MI10176,11,627493.95,2954055.05,2954055.05
H,MI,MI-10,2024,Regular,R,John James,H2MI10150,13,6204175.68,9546139.34,9546139.34
H,MI,MI-11,2024,Regular,D,Haley Stevens,H8MI11254,11,1929906.03,2662469.11,2662469.11
H,MI,MI-11,2024,Regular,R,Nick Somberg,H4MI11113,6,29055.94,68845.76,68845.76
H,MI,MI-12,2024,Regular,D,Rashida Tlaib,H8MI13250,11,7293031.69,8473097.48,8473097.48
H,MI,MI-12,2024,Regular,R,James Hooper,H2MI12198,11,175.00,13451.35,13451.35
H,MI,MI-13,2024,Regular,D,Shri Thanedar,H2MI13204,11,6939651.47,9660670.47,9660670.47
H,MI,MI-13,2024,Regular,R,Martell Bivings,H2MI13360,11,23309.41,66831.09,66831.09
H,MN,MN-01,2024,Regular,D,Rachel Bohman,H4MN01179,7,219153.96,413540.87,413540.87
H,MN,MN-01,2024,Regular,R,Brad Finstad,H2MN01223,11,1506257.61,1975242.85,1975242.85
H,MN,MN-02,2024,Regular,D,Angie Craig,H6MN02131,11,6118696.99,8288031.44,8288031.44
H,MN,MN-02,2024,Regular,R,Joe Teirab,H4MN02177,8,1726973.42,3304665.91,3304665.91
H,MN,MN-03,2024,Regular,D,Kelly Morrison,H4MN03118,8,1362002.33,2263653.66,2263653.66
H,MN,MN-03,2024,Regular,R,Tad Jude,H0MN06051,7,162613.52,380144.48,380144.48
H,MN,MN-04,2024,Regular,D,Betty McCollum,H0MN04049,11,1364867.10,1789789.09,1789789.09
H,MN,MN-04,2024,Regular,R,May Lor Xiong,H4MN04157,7,53349.08,95138.59,95138.59
H,MN,MN-05,2024,Regular,D,Ilhan Omar,H8MN05239,11,6788330.70,8335875.08,8335875.08
H,MN,MN-05,2024,Regular,R,Dalia Al-Aqidi,H0MN05251,9,1288798.56,2270918.50,2270918.5
H,MN,MN-06,2024,Regular,D,Jeanne Hendricks,H2MN06214,6,27612.14,77197.18,81016.38
H,MN,MN-06,2024,Regular,R,Tom Emmer,H4MN06087,11,6759476.38,8158685.41,8158685.41
H,MN,MN-07,2024,Regular,D,John Peters,H4MN07093,4,14876.00,17603.68,17603.68
H,MN,MN-07,2024,Regular,R,Michelle Fischbach,H0MN07091,11,1553943.33,2016031.04,2016031.04
H,MN,MN-08,2024,Regular,D,Jen Schultz,H2MN08152,11,758238.16,1255402.35,1255402.35
H,MN,MN-08,2024,Regular,R,Pete Stauber,H8MN08043,11,1658385.39,2276284.45,2276284.45
H,MO,MO-01,2024,Regular,D,Wesley Bell,H4MO01134,10,4777037.98,5386197.60,5386197.6
H,MO,MO-01,2024,Regular,R,Andrew Jones,H4MO01142,7,12207.98,16076.14,16076.14
H,MO,MO-02,2024,Regular,D,Ray Hartmann,H4MO02082,7,241678.16,710024.93,710024.93
H,MO,MO-02,2024,Regular,R,Ann Wagner,H2MO02102,11,3163310.60,4328377.17,4328377.17
H,MO,MO-03,2024,Regular,D,Bethany Mann,H2MO03167,11,4569.20,38121.42,38121.42
H,MO,MO-03,2024,Regular,R,Bob Onder,H4MO03221,7,1155303.03,1778242.31,1778242.31
H,MO,MO-04,2024,Regular,D,Jeanette Cass,H4MO04187,4,2596.00,5858.60,5858.6
H,MO,MO-04,2024,Regular,R,Mark Alford,H2MO04207,11,1042492.81,1304136.40,1304136.4
H,MO,MO-05,2024,Regular,D,Emanuel Cleaver,H4MO05234,11,937037.86,1385775.60,1385775.6
H,MO,MO-05,2024,Regular,R,Sean Smith,H4MO05366,8,135373.40,167517.17,167517.17
H,MO,MO-06,2024,Regular,D,Pam May,H4MO06125,4,0.00,19086.67,19086.67
H,MO,MO-06,2024,Regular,R,Sam Graves,H0MO06073,11,2348936.46,2787183.53,2787183.53
H,MO,MO-07,2024,Regular,D,Missi Hesketh,H4MO07156,0,,,47168.78
H,MO,MO-07,2024,Regular,R,Eric Burlison,H2MO07143,11,560735.58,923026.09,923026.09
H,MO,MO-08,2024,Regular,D,Randi McCallian,H2MO08091,11,31771.20,52669.25,52669.25
H,MO,MO-08,2024,Regular,R,Jason Smith,H4MO08162,11,5216080.42,6549798.75,6549798.75
H,MS,MS-01,2024,Regular,D,Dianne Dodson Black,H2MS01148,3,7635.51,9759.90,9759.9
H,MS,MS-01,2024,Regular,R,Trent Kelly,H6MS01131,11,971531.28,1281874.14,1281874.14
H,MS,MS-02,2024,Regular,D,Bennie Thompson,H4MS02068,11,786264.38,1245200.98,1245200.98
H,MS,MS-02,2024,Regular,R,Ron Eller,H2MS02203,12,14594.12,160676.12,160676.12
H,MS,MS-03,2024,Regular,R,Michael Guest,H8MS03125,11,646530.88,925968.20,925968.2
H,MS,MS-04,2024,Regular,R,Mike Ezell,H2MS04258,11,988708.63,1227959.76,1227959.76
H,MT,MT-01,2024,Regular,D,Monica Tranel,H2MT02092,9,3103102.64,6214280.30,6225655.3
H,MT,MT-01,2024,Regular,R,Ryan Zinke,H4MT01041,13,6795218.18,10117220.53,10117220.53
H,MT,MT-02,2024,Regular,R,Troy Downing,H4MT02098,8,2107242.87,2943575.08,2943575.08
H,NC,NC-01,2024,Regular,D,Don Davis,H2NC02287,11,3165599.30,6061265.18,6061265.18
H,NC,NC-01,2024,Regular,R,Laurie Buckhout,H4NC01137,10,2603879.64,4787602.52,4795621.51
H,NC,NC-02,2024,Regular,D,Deborah Ross,H0NC02125,11,1472716.81,1930246.07,1930246.07
H,NC,NC-02,2024,Regular,R,Alan Swain,H0NC02158,11,14547.00,33206.00,33206.0
